File,P_ads (bar),q_ads (mmol/g),P_des (bar),q_des (mmol/g),Working_capacity (mmol/g)
MG_MOF_CO2.csv,1.0,1.3805530693200472,0.2,0.2791990179392865,1.1013540513807607
NOTT-300_CO2.csv,1.0,3.4572873410650495,0.2,0.7130923854837956,2.744194955581254
UTSA-20_CO2.csv,1.0,0.6279563700323596,0.2,0.12602420969834865,0.501932160334011
UTSA-80_CO2.csv,1.0,0.24778071527758685,0.2,0.04967629028562595,0.1981044249919609
